id,company,post_date,post_text,post_likes,post_comments,assunto,,,
4,zupinnovation,2021-01-18,"Alô, dev no início de carreira? Esse convite é pra você!Amanhã, às 19 hrs temos um encontro ao vivo com o CEO e o diretor da Alura, Paulo Silveira e Nico Steppat e o nosso diretor de Educação e Tecnologia Alberto Souza conversando sobre o mercado de trabalho Java, frameworks e sobre nossas 500 vagas em aberto no maior programa de formação e contratação de dev juniores: Orange Talents.Já separa o papel e a caneta e traga suas dúvidas pra gente!Nos vemos por lá?Inscreva-se já: http://bit.ly/evento-java'",185,13,Carreira,,,
14,zupinnovation,2021-01-18,"Toda semana nosso Co-founder e VP de Experiência, Diversidade & Inclusão Flávio Zago participa do onboarding de novos zuppers e bate um papo super legal com todos pra conhecer suas histórias, expectativas e falar sobre nosso propósito. Em uma dessas conversas ele conheceu a Liliane Claudia, Product Designer na Zup, tetraplégica desde os 14 anos que tem uma trajetória incrível e inspiradora. Nesse novo episódio do ZupCast, eles falam não só sobre carreira e desafios, mas também sobre a importância de uma cultura inclusiva nas empresas e como isso funciona aqui com a gente. Para ouvir o episódio completo, clique no link: https://lnkd.in/e-7h7yM'",191,4,Dados,,,
15,zupinnovation,2021-01-18,"Esse post é especial para você que quer saber mais sobre o Orange Talents, o maior programa de aceleração e contratação de devs da Zup. Ele foi criado para pessoas que querem dar um salto na carreira para nível pleno em tempo recorde, com contratação garantida desde o 1º dia e muita mão na massa em projetos reais por 12 semanas, com um time de mentoria exclusivo. 👉 Manda pra gente aqui nos comentários: o que você quer saber pra ter certeza que aqui é seu lugar, e também virar um zupper fora da curva?As inscrições continuam abertas, faça parte da nossa história: https://lnkd.in/egXG8qj #OrangeTalents #VempraZup #GoZup #SejaTransformador'",263,20,Marca,,,
17,zupinnovation,2021-01-18,"Com a chegada da pandemia e todo mundo fazendo home-office, provamos, nos último meses, que é possível transformar qualquer ambiente em um lugar de crescimento exponencial e lançamos um novo modelo de trabalho, pensando em qualidade de vida: Liberdade! Nossos zuppers podem escolher de onde querem trabalhar: 100% remoto ou híbrido (home-office com presencial), podendo estar em qualquer lugar do mundo.Por isso, a partir de hoje, vamos trazer a visão do que é a #LiberdadeZup pelos zuppers. Começando pelo nosso dev especialista Douglas Fernandes, que com o home-office permanente, decidiu virar nômade digital: ""Agora eu não trabalho para viajar, eu viajo para trabalhar""👇E você, conta pra gente nos comentários, para onde iria se tivesse a liberdade de trabalhar de qualquer lugar do mundo?👉 Quer saber mais sobre nossa Liberdade? Clique no link: https://lnkd.in/eWr_N9M#VempraZup #GoZup #LiberdadeZup'",244,18,Transformação Digital,,,
19,zupinnovation,2021-01-18,"O quão importante é cultura para uma empresa? Nosso co-founder e VP de Operações Gustavo Debs falou para a Startupi sobre como hoje, e cada dia mais, esse é um assunto que merece ser tratado com seriedade.Leia o artigo completo: https://lnkd.in/ecTd9GcE vocês, acham que essa discussão é tratada como deveria? Comente aqui o que acha que ainda precisa mudar quando falamos sobre cultura.'",101,0,Conteúdo Técnico,,,
21,zupinnovation,2021-01-18,"Esta edição do ZupCast traz um tema muito falado, mas ainda pouco dominado: liderança em tecnologia. Como unir soft e hard skills? Como desenvolver competências de lideranças? Isso e muito mais com nossos convidados: Harlan Santos (Delivery Manager), Guillaume Falourd 👨🏻\u200d💻 (Software developer), Danilo César (Head of technology), Fabiano Chiaretto (Technical Lead). 👉Escute o episódio completo, clicando no link: https://lnkd.in/efkxfAs'",163,0,Diversidade,,,
22,zupinnovation,2021-01-18,"Hoje fomos pauta em um dos maiores canais de notícias do mundo: CNN falando sobre nossas vagas. Não só acreditamos como vivenciamos um crescimento acelerado em meio a pandemia, dobrando de tamanho em 2020 e esse ano traremos mais de 1.500 novos zuppers para se juntarem ao nosso sonho grande. Quer fazer parte dessa jornada exponencial com a gente? Confira nossas vagas: https://lnkd.in/ev_bt2X'",428,4,Transformação Digital,,,
25,zupinnovation,2021-01-18,"O Orange Talents, nosso maior programa de aceleração e contratação de devs júniores está a todo vapor! Já são mais de 3 mil inscritos e essa oportunidade pode ser sua!Pra te ajudar na sua tomada de decisão e fazer sua inscrição, convidamos o nosso idealizador e diretor de estratégia Felipe Barreiros para responder as principais dúvidas enviadas por vocês!Para acompanhar as perguntas e respostas, te convidamos para dar uma passadinha no nosso instagram, clicando no link: https://lnkd.in/gucDxnV'",151,3,Carreira,,,
38,zupinnovation,2021-01-18,"Todo ano no Natal presenteamos e comemoramos as entregas e conquistas com nossos zuppers, mas esse ano resolvemos fazer algo diferente junto com a ONG Gerando Falcões que faz trabalhos sociais com jovens de favelas e comunidades carentes no Brasil todo.Ao invés dos famosos kits de Natal, presenteamos os zuppers com o valor de R$100,00 e demos a oportunidade deles poderem usar o dinheiro da maneira que quisessem ou fazer a doação para a ONG e o resultado não poderia ter sido mais impactante: No total tivemos mais de 700 zuppers doando, além do nosso valor de R$80 mil reais doados também, totalizando R$150 mil reais, que a Gerando Falcões irá endereçar para projetos de educação em favelas de Belo Horizonte, Minas Gerais.❤️Estamos muito felizes pela concretização dessa ação e por ter tido um impacto tão grande, além de ajudar a vida de muitas pessoas.#VempraZup #GoZup #GerandoFalcoes'",245,3,Marca,,,
39,zupinnovation,2021-01-18,"Um novo ano começou e já estamos muito animados pra tudo que vem pela frente!😍Por aqui SONHOS, EMPATIA e CONQUISTAS não vão faltar, e por aí quais palavras vão representar seu 2021?#FelizAnoNovo #VempraZup #GoZup'",258,56,Conteúdo Técnico,,,
20,fcamara-consulting-&-training,2021-01-18,"O mundo digital que conhecemos é algo que foi construído gradativamente por nós, pessoas. E a digitalização veio para trazer melhores resultados para nossa empresa e clientes. Renato Azevedo Sant Anna, consultor do Grupo FCamara, escreveu esse artigo falando um pouco sobre como a digitalização na indústria vem crescendo e pode ser decisiva para qualidade de processos.#transformaçãodigital #indústria #indústria4_0 #digital #tecnologia'",14,0,Conteúdo Técnico,,,
21,fcamara-consulting-&-training,2021-01-18,Os processos industriais estão cada vez mais automatizados e gerando informações para melhorar sua produção em massa. Mas como utilizar esses dados? Já ouviu falar de Indústria 4.0? Tem resultados eficientes?Saiba um pouco mais nesse artigo que preparamos sobre a utilização dos dados na Indústria 4.0!#industria4_0 #bigdata #IoT #smartfactory #tecnologia',14,0,Dados,,,
24,fcamara-consulting-&-training,2021-01-18,"Em meio às discussões sobre o futuro do varejo, que incluem o mundo ""fígital"" (físico + digital), inteligência artificial e jornadas de compra mais convenientes, os marketplaces de nicho são uma interessante tendência para 2021.No blog da OmniK, você vai compreender como as plataformas especializadas impulsionam a credibilidade dos marketplaces, ao oferecer experiências quase personalizadas para as necessidades de consumo dos diferentes nichos de mercado.Você acredita que se especializar em um mercado oferece maior fidelização de público?#marketplace #nichodemercado #transformaçãodigital #inovação #varejotech'",16,0,Transformação Digital,,,
31,fcamara-consulting-&-training,2021-01-18,"É visível o crescimento gradativo do mercado de tecnologia, e por consequência, muitas vagas acabam surgindo. Nós do Grupo FCamara buscamos sempre novos talentos, pois acreditamos no capital intelectual e na formação de pessoas, não apenas técnicos.Se você quer crescer na sua carreira profissional e protagonizar sua própria história, venha ser um #SangueLaranja!#grupofcamara #vagas #sanguelaranja #tecnologia #culturecode'",19,6,Carreira,,,
33,fcamara-consulting-&-training,2021-01-18,"Já se perguntou sobre o que fazer para ter uma Transformação Cultural em sua empresa?Sabemos que a é chave para o crescimento dentro de uma empresa, não é novidade. São grandes mudanças, novos olhares e ações que devem ser feitas gradativamente.A novidade é que o Imagine Inovação traz a essência dessa mudanças em forma de inovação horizontal.Confira nesse artigo 6 perguntas que separamos para ajudar na Transformação Cultural da sua empresa.#inovacao #cultura #pessoas #imagine #grupofcamara'",9,0,Conteúdo Técnico,,,
40,fcamara-consulting-&-training,2021-01-18,Feliz Ano Novo!Que esse ano seja cheio de desafios novos para podermos criar uma nova história de sucesso 🎉🎊',58,0,Segmentos de Mercado,,,
52,fcamara-consulting-&-training,2021-01-18,"🧡 Laranja é vitalidade, criatividade e alegria.🧡 É coragem, movimento e entusiasmo.🧡 E, por isso, é tudo o que desejamos para você.Desejamos um Feliz Natal exponencialmente laranja para você!'",31,0,Conteúdo Técnico,,,
6,ciandt,2021-01-27,"Fazer um amanhã ainda melhor também inclui impactar a vida de quem busca sua primeira oportunidade no mercado de trabalho. Foi com esse objetivo, que em dezembro de 2020 lançamos o programa Jovem Aprendiz, no qual selecionamos 10 jovens para iniciarem suas carreiras profissionais com a gente. Contamos com a parceria de organizações como a ABBA e Ceprocamp para indicação dos jovens, a Rede Cidadã e Instituto Ser + como instituições formadoras e a TechCamps nos apoiando com a formação dos novos CI&Ters em TI.  Serão 15 meses de capacitação nas áreas de tecnologia e administração, integração com nossos times e muita mão na massa! #jovemaprendiz #maketheirtomorrow #weareciandt'",229,19,Carreira,,,
12,ciandt,2021-01-27,"Junte-se a nós, em 27/1, no Festival Agile Trends. Nossa Gerente Sênior, Larissa Rosochansky, vai bater um papo (em inglês) sobre Transformação Digital e como ela se correlaciona com a automação, detalhando cada etapa de como embarcar nesta jornada emocionante. Inscreva-se gratuitamente em: https://lnkd.in/dhv7DeB#transformacaodigital #agile #agiletrends'",129,0,Transformação Digital,,,
5,iteris-consultoria-e-software,2021-01-27,"A espera acabou! A edição Kepler do Hackathon Decola Iteris está on e você não vai deixar essa oportunidade passar, não é mesmo?Clique na imagem e faça sua inscrição.Na 7ª edição do Hackathon Decola, os(as) candidatos(as) selecionados(as) passarão por um treinamento online de 6 horas + 6 horas de monitoria para dúvidas. No dia 13/03 será realizado o Hackathon - maratona de programação para seleção dos 15 estagiários(as).https://lnkd.in/eq4_7ss#HackathonDecola #EstágioIteris #VemFazerAcontecer #Iteris'",118,3,Diversidade,,,
12,iteris-consultoria-e-software,2021-01-27,Ainda tem dúvidas se deve ou não implementar um sistema de gestão de identidade e de acessos?Então você precisa ler este ebook! https://lnkd.in/ecVW2dr#ebook #AccessManagement #Iteris #CAPPlatform #CAP2AM',90,0,Conteúdo Técnico,,,
11,invillia,2021-01-27,"Como o futuro mudou o futuro? Assista a história da Raissa. Ela e dezenas de outros talentos formam a primeira geração de desenvolvedores que tiveram a experiência de estagiar, aprender (e agora evoluir) 100% online dentro da Invillia. Uma oportunidade 100% incrível que começou há pouco mais de 6 meses  [ programa insiders_° ]. E abriu espaço para que qualquer pessoa, em qualquer lugar do país, sonhe. Cresça. Construa um futuro de uma maneira 100% inovadora_  BestMinds, BestWhere 100% future_ by Raissa Cunha  Transforme sua carreira_ invillia.com/jobs  _inove com #GameChangers #startups #unicórnios _em uma cultura conectada #inStation _insights contínuos #InvilliaAcademy _benefícios únicos #InfinitePowers _evoluindo sempre #TalentGrowth  #Invillia #EngagedbyPeople #EngagedbyData #BestMindsBestWhere #FutureofWork #Vagas #Oportunidades #Tech #Jobs #Recrutamento #InfiniteDigitalPower #InvilliaAcademy #Estudantes #Universidades #Universitários #Tecnologia #Insiders'",91,5,Carreira,,,
13,invillia,2021-01-27,"Somos uma comunidade de mais de 800 talentos apaixonados por inovação e tecnologia. E existem agora 50 oportunidades para fazer parte dela :-) Confira as vagas em aberto e sinta na prática o que nos move, por que somos a escolha de game-changers globais, e como nos diferenciamos na forma de cuidar, conectar, evoluir e reconhecer_ Bem-vindos, onde quer que estejam_invillia.com/vagas _inove com #GameChangers #startups #unicórnios_em uma cultura conectada #inStation_com inteligência e dados #GlobalGrowthFramework_insights contínuos #InvilliaAcademy_benefícios únicos #InfinitePowers_evoluindo sempre #TalentGrowth #Invillia #EngagedbyData #EngagedbyPeople #BestMindsBestWhere #Vagas #Oportunidades #Carreiras #GlobalCommunity #InfiniteDigitalPower #Recrutamento #ti #TechTalents #FutureofWork'",188,10,Vagas,,,
18,invillia,2021-01-27,"Ousadia é uma das características que nos torna únicos. E o Jose Neto ainda leva isso a um outro nível :-) Num inspirador testemunho, compartilha sua escalada pela vida com a Invillia. Desde a oportunidade de inovar como nunca imaginou até à aprendizagem contínua e conquista dos desafios (ou montanhas) mais exigentes. Sinta a magia do que é se superar e conciliar tudo o que mais se ama_https://lnkd.in/eBsMf9T #Invillia #BestMindsBestWhere #InfiniteDigitalPower #EngagedbyPeople #EngagedbyAction #Developer #Innovation #Instation #TechTalents #FutureofWork #GlobalCommunity #GlobalGrowthFramework'",62,0,Marca,,,
23,invillia,2021-01-27,"Eles estão lá. Colaborando para que menos carros circulem, produtos de luxo sejam impossíveis de falsificar, burocracias diminuam, criptomoedas continuem a inovar o mercado. Códigos transformados em segurança, transparência e facilidades_ As possibilidades da blockchain, assim como suas frações descentralizadas e distribuídas pela nuvem, são infinitas_ Imagine_  O que pode ser imaginado, pode ser criado_ invillia.com infinite digital power_ #Invillia #Innovation #EngagedbyData #EngagedbyPeople #EngagedbyAction #GlobalGrowthFramework #GameChangers #Blockchain #Technology #Future'",56,0,Marca,,,
